,Date,Open,High,Low,Close,Adj Close,Volume,Symbol,404 Not Found: No data found, symbol may be delisted,404 Not Found: Timestamp data missing.
20,2018-09-01,210.55000299999998,217.86999500000002,205.899994,210.710007,195.19116200000002,45069500.0,MMM,,,
21,2018-10-01,212.399994,217.33999599999999,181.979996,190.259995,176.247299,67294100.0,MMM,,,
22,2018-11-01,190.610001,209.770004,190.08999599999999,207.919998,192.606628,51077500.0,MMM,,,
23,2018-12-01,211.210007,211.94999700000002,176.869995,190.53999299999998,177.712036,51330100.0,MMM,,,
24,2019-01-01,187.820007,200.889999,182.889999,200.300003,186.81497199999998,53042200.0,MMM,,,
25,2019-02-01,201.490005,211.58999599999999,196.25,207.389999,193.427628,36859800.0,MMM,,,
26,2019-03-01,208.809998,210.539993,198.0,207.779999,195.13121,47486500.0,MMM,,,
27,2019-04-01,209.88999900000002,219.75,186.550003,189.509995,177.973434,54909300.0,MMM,,,
28,2019-05-01,189.490005,189.71000700000002,159.630005,159.75,150.025101,94604800.0,MMM,,,
29,2019-06-01,159.75,174.559998,159.320007,173.33999599999999,164.18061799999998,56451600.0,MMM,,,
30,2019-07-01,175.46000700000002,187.720001,164.28999299999998,174.720001,165.487686,62578400.0,MMM,,,
31,2019-08-01,174.78999299999998,177.669998,154.0,161.720001,153.174622,63240300.0,MMM,,,
32,2019-09-01,161.399994,172.479996,157.259995,164.399994,157.137833,51261300.0,MMM,,,
33,2019-10-01,165.0,169.949997,150.580002,164.990005,157.701797,67404900.0,MMM,,,
34,2019-11-01,166.940002,176.71000700000002,164.509995,169.770004,162.27063,48542800.0,MMM,,,
35,2019-12-01,170.16000400000001,179.179993,162.720001,176.419998,170.086777,56394100.0,MMM,,,
36,2020-01-01,177.679993,182.550003,158.229996,158.66000400000001,152.964325,70685000.0,MMM,,,
37,2020-02-01,160.029999,165.03999299999998,145.970001,149.240005,143.88249199999998,76360000.0,MMM,,,
38,2020-03-01,151.33999599999999,154.740005,114.040001,136.509995,132.80127,148771600.0,MMM,,,
39,2020-04-01,132.0,163.080002,131.009995,151.919998,147.792633,82317000.0,MMM,,,
40,2020-05-01,149.300003,159.869995,131.119995,156.440002,152.18983500000002,86440200.0,MMM,,,
41,2020-06-01,155.949997,169.53999299999998,150.100006,155.990005,153.25718700000002,66961000.0,MMM,,,
42,2020-07-01,156.33999599999999,163.380005,148.800003,150.470001,147.833893,58634400.0,MMM,,,
43,2020-08-01,151.08999599999999,167.490005,149.309998,163.020004,160.16403200000002,49497700.0,MMM,,,
44,2020-09-01,162.169998,173.199997,158.070007,160.179993,158.80621299999999,55962000.0,MMM,,,
45,2020-10-01,160.669998,173.190002,156.130005,159.96000700000002,158.58812,46219400.0,MMM,,,
46,2020-11-01,162.190002,179.630005,159.899994,172.729996,171.248581,53743400.0,MMM,,,
47,2020-12-01,174.220001,177.46000700000002,169.179993,174.78999299999998,174.78999299999998,48792700.0,MMM,,,
48,2021-01-01,,,,,,,MMM,,,
49,2017-01-01,38.630001,41.790001000000004,38.34,41.77,38.822121,211271100.0,ABT,,,
50,2017-02-01,41.509997999999996,45.68,41.439999,45.080002,42.169163,165452100.0,ABT,,,
51,2017-03-01,45.369999,45.84,44.259997999999996,44.41,41.542427,148914700.0,ABT,,,
52,2017-04-01,44.419998,44.610001000000004,42.310001,43.639998999999996,40.822144,135569400.0,ABT,,,
53,2017-05-01,43.57,45.75,42.880001,45.66,42.972965,132880600.0,ABT,,,
54,2017-06-01,45.52,49.59,45.470001,48.610001000000004,45.749359000000005,160419100.0,ABT,,,
55,2017-07-01,48.73,51.130001,47.830002,49.18,46.285824,114458500.0,ABT,,,
56,2017-08-01,49.209998999999996,51.049999,48.049999,50.939999,48.207558,101731600.0,ABT,,,
57,2017-09-01,51.029999,54.799999,50.639998999999996,53.360001000000004,50.497746,125039500.0,ABT,,,
58,2017-10-01,53.639998999999996,56.689999,53.200001,54.23,51.321075,125041700.0,ABT,,,
59,2017-11-01,53.889998999999996,56.52,53.610001000000004,56.369999,53.607239,110451700.0,ABT,,,
60,2017-12-01,56.299999,57.77,54.32,57.07,54.27293,128810800.0,ABT,,,
61,2018-01-01,58.200001,64.599998,57.82,62.16,59.113457,156001900.0,ABT,,,
62,2018-02-01,61.75,62.540001000000004,55.580002,60.330002,57.647526,142631600.0,ABT,,,
63,2018-03-01,60.16,63.950001,58.43,59.919998,57.255756000000005,141022100.0,ABT,,,
64,2018-04-01,59.82,60.150002,56.990002000000004,58.130001,55.545341,136142700.0,ABT,,,
65,2018-05-01,57.700001,62.720001,56.810001,61.529999,59.07717099999999,119238100.0,ABT,,,
66,2018-06-01,61.959998999999996,63.849998,60.32,60.990002000000004,58.558701,106517500.0,ABT,,,
67,2018-07-01,60.630001,65.900002,60.32,65.540001,62.927315,108829300.0,ABT,,,
68,2018-08-01,65.349998,67.360001,63.07,66.839996,64.463966,94870900.0,ABT,,,
69,2018-09-01,66.739998,73.58000200000001,65.220001,73.360001,70.752197,109301400.0,ABT,,,
70,2018-10-01,73.809998,74.150002,65.779999,68.940002,66.489319,182684600.0,ABT,,,
71,2018-11-01,69.089996,74.230003,67.83000200000001,74.050003,71.711311,133863300.0,ABT,,,
72,2018-12-01,74.290001,74.91999799999999,65.440002,72.33000200000001,70.045631,144019200.0,ABT,,,
73,2019-01-01,70.389999,73.07,65.5,72.980003,70.67511,157850300.0,ABT,,,
74,2019-02-01,73.019997,78.059998,71.5,77.620003,75.517128,108040800.0,ABT,,,
75,2019-03-01,77.989998,80.489998,75.860001,79.940002,77.77426899999999,119619800.0,ABT,,,
76,2019-04-01,80.66999799999999,80.739998,72.360001,79.559998,77.404556,118461000.0,ABT,,,
77,2019-05-01,79.349998,79.470001,74.540001,76.129997,74.370605,106179900.0,ABT,,,
78,2019-06-01,76.25,85.449997,75.440002,84.099998,82.156425,115148900.0,ABT,,,
79,2019-07-01,84.739998,88.760002,82.900002,87.099998,85.087082,103737300.0,ABT,,,
80,2019-08-01,87.18,88.059998,81.360001,85.32,83.66035500000001,103517500.0,ABT,,,
81,2019-09-01,84.43,86.43,81.019997,83.66999799999999,82.042458,78671800.0,ABT,,,
82,2019-10-01,84.029999,84.769997,78.510002,83.610001,81.983627,111637700.0,ABT,,,
83,2019-11-01,84.089996,85.970001,80.900002,85.449997,84.12374100000001,97883800.0,ABT,,,
84,2019-12-01,85.57,89.239998,83.269997,86.860001,85.511848,84085400.0,ABT,,,
85,2020-01-01,86.059998,92.449997,84.010002,87.139999,85.78750600000001,119657000.0,ABT,,,
86,2020-02-01,87.779999,90.08000200000001,74.019997,77.029999,76.156509,102113400.0,ABT,,,
87,2020-03-01,77.879997,84.400002,61.610001000000004,78.910004,78.015198,311358400.0,ABT,,,
88,2020-04-01,77.0,100.0,75.349998,92.089996,91.045731,235197000.0,ABT,,,
89,2020-05-01,91.0,96.68,88.029999,94.91999799999999,94.238823,143627900.0,ABT,,,
90,2020-06-01,92.949997,93.959999,86.160004,91.43,90.773872,141992200.0,ABT,,,
91,2020-07-01,91.980003,102.889999,90.43,100.639999,99.917778,104583500.0,ABT,,,
92,2020-08-01,101.08000200000001,114.199997,98.66999799999999,109.470001,109.106346,121421700.0,ABT,,,
93,2020-09-01,108.93,109.910004,100.339996,108.83000200000001,108.468475,111436300.0,ABT,,,
94,2020-10-01,109.18,111.57,103.129997,105.110001,104.760834,102805400.0,ABT,,,
95,2020-11-01,107.089996,115.139999,105.629997,108.220001,108.220001,103380500.0,ABT,,,
96,2020-12-01,109.239998,109.68,105.32,109.489998,109.489998,98500700.0,ABT,,,
97,2021-01-01,,,,,,,ABT,,,
98,2017-01-01,62.919998,64.5,59.27,61.110001000000004,50.153560999999996,156336200.0,ABBV,,,
99,2017-02-01,61.07,62.400002,60.049999,61.84,51.264773999999996,126886500.0,ABBV,,,
100,2017-03-01,62.16,66.790001,61.950001,65.160004,54.017021,143064500.0,ABBV,,,
101,2017-04-01,65.239998,67.5,63.119999,65.940002,54.663624,103923600.0,ABBV,,,
102,2017-05-01,66.0,67.400002,64.610001,66.019997,55.274429000000005,124386700.0,ABBV,,,
103,2017-06-01,66.260002,73.66999799999999,66.120003,72.510002,60.708115,131258700.0,ABBV,,,
104,2017-07-01,72.760002,75.040001,69.379997,69.910004,58.53128100000001,99934600.0,ABBV,,,
105,2017-08-01,70.029999,75.400002,69.470001,75.300003,63.610699,99255800.0,ABBV,,,
106,2017-09-01,75.589996,90.949997,74.730003,88.860001,75.06568100000001,192270000.0,ABBV,,,
107,2017-10-01,89.739998,98.260002,85.239998,90.25,76.239891,139557400.0,ABBV,,,
108,2017-11-01,90.779999,97.529999,90.190002,96.91999799999999,82.445656,100958500.0,ABBV,,,
109,2017-12-01,97.190002,99.099998,92.900002,96.709999,82.267014,85780700.0,ABBV,,,
110,2018-01-01,97.139999,125.860001,96.75,112.220001,95.460709,143368200.0,ABBV,,,
111,2018-02-01,112.239998,122.0,101.0,115.83000200000001,99.23835799999999,139295800.0,ABBV,,,
112,2018-03-01,115.910004,121.449997,91.120003,94.650002,81.092224,168460900.0,ABBV,,,
113,2018-04-01,94.0,99.41999799999999,88.220001,96.550003,82.720047,139796000.0,ABBV,,,
114,2018-05-01,102.099998,107.25,98.5,98.940002,85.645752,243029400.0,ABBV,,,
115,2018-06-01,97.93,101.08000200000001,90.809998,92.650002,80.200912,161585700.0,ABBV,,,
116,2018-07-01,92.059998,98.949997,86.760002,92.230003,79.837349,145209800.0,ABBV,,,
117,2018-08-01,92.290001,100.230003,92.279999,95.980003,83.931976,111959100.0,ABBV,,,
118,2018-09-01,95.970001,96.400002,90.400002,94.58000200000001,82.707726,98560300.0,ABBV,,,
119,2018-10-01,94.739998,96.599998,77.739998,77.849998,68.077774,138285200.0,ABBV,,,
120,2018-11-01,77.709999,94.269997,77.5,94.269997,83.318497,162381600.0,ABBV,,,
121,2018-12-01,94.32,94.980003,82.410004,92.190002,81.480148,125818200.0,ABBV,,,
122,2019-01-01,91.239998,92.300003,75.769997,80.290001,70.962585,181053400.0,ABBV,,,
123,2019-02-01,80.25,81.699997,77.519997,79.239998,70.893547,108610200.0,ABBV,,,
124,2019-03-01,79.769997,81.989998,77.089996,80.589996,72.101334,128125500.0,ABBV,,,
125,2019-04-01,80.980003,84.730003,76.809998,79.389999,71.02774000000001,127085000.0,ABBV,,,
126,2019-05-01,79.599998,81.75,75.620003,76.709999,69.53999300000001,101083900.0,ABBV,,,
127,2019-06-01,76.629997,79.339996,65.059998,72.720001,65.922935,258340300.0,ABBV,,,
128,2019-07-01,73.5,74.970001,65.629997,66.620003,60.393097,245437300.0,ABBV,,,
129,2019-08-01,66.93,68.459999,62.66,65.739998,60.504101,189823000.0,ABBV,,,
130,2019-09-01,65.779999,76.440002,64.440002,75.720001,69.689247,167493600.0,ABBV,,,
131,2019-10-01,75.889999,79.790001,71.57,79.550003,73.21419499999999,161810100.0,ABBV,,,
132,2019-11-01,80.029999,90.410004,79.129997,87.730003,83.12808199999999,162659300.0,ABBV,,,
133,2019-12-01,87.839996,91.989998,85.589996,88.540001,83.895599,141955600.0,ABBV,,,
134,2020-01-01,89.08000200000001,90.290001,80.410004,81.019997,76.77005,191670500.0,ABBV,,,
135,2020-02-01,81.309998,97.860001,80.91999799999999,85.709999,82.311279,204719800.0,ABBV,,,
136,2020-03-01,86.0,91.860001,62.549999,76.190002,73.16879300000001,368182500.0,ABBV,,,
137,2020-04-01,72.120003,85.970001,71.43,82.199997,78.94046,204741900.0,ABBV,,,
138,2020-05-01,81.949997,93.660004,80.5,92.66999799999999,90.322571,273069200.0,ABBV,,,
139,2020-06-01,92.050003,99.349998,89.599998,98.18,95.692993,187547200.0,ABBV,,,
140,2020-07-01,98.5,101.279999,93.550003,94.910004,92.505829,141645200.0,ABBV,,,
141,2020-08-01,95.190002,97.41999799999999,91.779999,95.769997,94.483322,136428900.0,ABBV,,,
142,2020-09-01,95.519997,95.91999799999999,85.32,87.589996,86.413216,165926700.0,ABBV,,,
143,2020-10-01,88.16999799999999,88.800003,79.110001,85.099998,83.956673,171534400.0,ABBV,,,
144,2020-11-01,86.029999,105.800003,86.0,104.58000200000001,104.58000200000001,202172200.0,ABBV,,,
145,2020-12-01,105.050003,109.150002,101.550003,107.150002,107.150002,143157900.0,ABBV,,,
146,2021-01-01,,,,,,,ABBV,,,
147,2017-01-01,112.559998,117.709999,105.129997,106.370003,106.370003,8978600.0,ABMD,,,
148,2017-02-01,106.279999,118.839996,103.529999,117.970001,117.970001,9456700.0,ABMD,,,
149,2017-03-01,119.160004,126.040001,118.019997,125.199997,125.199997,6050900.0,ABMD,,,
150,2017-04-01,125.230003,131.679993,117.370003,130.320007,130.320007,4774300.0,ABMD,,,
151,2017-05-01,130.5,141.240005,123.599998,137.429993,137.429993,7721000.0,ABMD,,,
152,2017-06-01,137.449997,147.449997,134.800003,143.300003,143.300003,6843900.0,ABMD,,,
153,2017-07-01,144.820007,149.33999599999999,139.550003,148.08999599999999,148.08999599999999,6068800.0,ABMD,,,
154,2017-08-01,148.850006,157.41000400000001,144.009995,150.800003,150.800003,6904000.0,ABMD,,,
155,2017-09-01,150.850006,171.0,148.800003,168.600006,168.600006,6038200.0,ABMD,,,
156,2017-10-01,168.929993,193.949997,164.800003,192.919998,192.919998,8235300.0,ABMD,,,
157,2017-11-01,192.979996,200.279999,188.119995,194.91000400000001,194.91000400000001,9996000.0,ABMD,,,
158,2017-12-01,195.0,196.53999299999998,186.720001,187.41000400000001,187.41000400000001,5100000.0,ABMD,,,
159,2018-01-01,188.130005,239.919998,188.050003,235.0,235.0,6312000.0,ABMD,,,
160,2018-02-01,238.0,274.399994,219.13000499999998,268.179993,268.179993,10242300.0,ABMD,,,
161,2018-03-01,268.0,304.27999900000003,258.100006,290.98999,290.98999,9217400.0,ABMD,,,
162,2018-04-01,291.429993,309.27999900000003,274.230011,300.950012,300.950012,9264400.0,ABMD,,,
163,2018-05-01,301.690002,403.450012,298.170013,381.140015,381.140015,27757700.0,ABMD,,,
164,2018-06-01,384.899994,450.92999299999997,380.170013,409.049988,409.049988,15853500.0,ABMD,,,
165,2018-07-01,407.0,436.420013,344.109985,354.52999900000003,354.52999900000003,16214300.0,ABMD,,,
166,2018-08-01,353.100006,415.859985,351.76001,406.579987,406.579987,11471500.0,ABMD,,,
167,2018-09-01,402.059998,455.39999400000005,366.910004,449.75,449.75,12489700.0,ABMD,,,
168,2018-10-01,452.89999400000005,459.75,313.399994,341.200012,341.200012,15683600.0,ABMD,,,
169,2018-11-01,357.0,427.700012,280.829987,332.679993,332.679993,16750100.0,ABMD,,,
170,2018-12-01,339.619995,344.98999,274.019989,325.040009,325.040009,10618500.0,ABMD,,,
171,2019-01-01,315.940002,362.670013,293.660004,351.070007,351.070007,11250400.0,ABMD,,,
172,2019-02-01,348.790009,364.309998,316.380005,334.5,334.5,8991900.0,ABMD,,,
173,2019-03-01,337.200012,352.869995,272.170013,285.589996,285.589996,12335700.0,ABMD,,,
174,2019-04-01,290.01001,293.440002,244.080002,277.410004,277.410004,16064400.0,ABMD,,,
175,2019-05-01,279.359985,281.75,228.0,261.920013,261.920013,21207200.0,ABMD,,,
176,2019-06-01,260.76001,279.690002,249.520004,260.48999,260.48999,11207500.0,ABMD,,,
177,2019-07-01,263.089996,285.769989,253.399994,278.559998,278.559998,8614500.0,ABMD,,,
178,2019-08-01,222.69999700000002,224.99000499999997,181.020004,193.070007,193.070007,17948200.0,ABMD,,,
179,2019-09-01,192.080002,196.490005,174.0,177.889999,177.889999,10629500.0,ABMD,,,
180,2019-10-01,177.889999,210.75999500000003,155.020004,207.580002,207.580002,16862400.0,ABMD,,,
181,2019-11-01,207.5,227.27999900000003,172.08999599999999,196.179993,196.179993,17378200.0,ABMD,,,
182,2019-12-01,196.270004,197.869995,161.669998,170.58999599999999,170.58999599999999,14420700.0,ABMD,,,
183,2020-01-01,172.509995,195.490005,155.770004,186.28999299999998,186.28999299999998,21771500.0,ABMD,,,
184,2020-02-01,186.449997,199.259995,147.279999,150.259995,150.259995,16993600.0,ABMD,,,
185,2020-03-01,151.08999599999999,165.5,119.010002,145.16000400000001,145.16000400000001,18450800.0,ABMD,,,
186,2020-04-01,140.949997,198.429993,140.139999,191.25,191.25,13501600.0,ABMD,,,
187,2020-05-01,190.0,224.17999300000002,177.690002,223.899994,223.899994,10464600.0,ABMD,,,
188,2020-06-01,222.11000099999998,260.450012,220.830002,241.559998,241.559998,10479600.0,ABMD,,,
189,2020-07-01,242.960007,302.97000099999997,242.67999300000002,299.940002,299.940002,7904900.0,ABMD,,,
190,2020-08-01,300.5,319.190002,294.089996,307.619995,307.619995,6282700.0,ABMD,,,
191,2020-09-01,307.72000099999997,315.350006,256.170013,277.059998,277.059998,6901800.0,ABMD,,,
192,2020-10-01,277.140015,293.47000099999997,242.729996,251.88000499999998,251.88000499999998,7319300.0,ABMD,,,
193,2020-11-01,253.419998,292.230011,250.729996,274.100006,274.100006,4900700.0,ABMD,,,
194,2020-12-01,272.109985,328.829987,254.41000400000001,324.200012,324.200012,6227700.0,ABMD,,,
195,2021-01-01,,,,,,,ABMD,,,
196,2017-01-01,117.379997,118.360001,112.610001,113.870003,106.56466699999999,52904600.0,ACN,,,
197,2017-02-01,113.800003,123.43,112.309998,122.5,114.640999,38174000.0,ACN,,,
198,2017-03-01,123.239998,126.529999,118.300003,119.879997,112.189095,65634500.0,ACN,,,
199,2017-04-01,118.0,121.349998,114.82,121.300003,113.51799,42332600.0,ACN,,,
200,2017-05-01,121.370003,124.599998,119.410004,124.470001,117.69310800000001,40493000.0,ACN,,,
201,2017-06-01,124.93,128.470001,119.099998,123.68,116.946106,56432600.0,ACN,,,
202,2017-07-01,123.82,129.699997,122.029999,128.820007,121.80626699999999,33694900.0,ACN,,,
203,2017-08-01,129.100006,130.919998,127.260002,130.759995,123.64061699999999,34604900.0,ACN,,,
204,2017-09-01,130.949997,138.699997,129.100006,135.070007,127.715981,50820700.0,ACN,,,
205,2017-10-01,135.229996,143.779999,133.66000400000001,142.360001,134.60907,41387500.0,ACN,,,
206,2017-11-01,142.259995,148.600006,141.470001,148.009995,141.306915,34120000.0,ACN,,,
207,2017-12-01,147.699997,158.440002,145.75,153.08999599999999,146.156876,40816400.0,ACN,,,
208,2018-01-01,153.5,162.600006,152.779999,160.699997,153.422226,42247000.0,ACN,,,
209,2018-02-01,160.16000400000001,165.580002,148.78999299999998,161.009995,153.71817,43864100.0,ACN,,,
210,2018-03-01,161.279999,164.300003,147.16000400000001,153.5,146.548294,66273100.0,ACN,,,
211,2018-04-01,151.820007,155.699997,146.050003,151.199997,144.352463,42164300.0,ACN,,,
212,2018-05-01,151.08999599999999,157.649994,149.139999,155.740005,149.998917,37186500.0,ACN,,,
213,2018-06-01,156.940002,165.559998,155.300003,163.58999599999999,157.55955500000002,57789200.0,ACN,,,
214,2018-07-01,161.899994,168.949997,158.080002,159.330002,153.456573,42665600.0,ACN,,,
215,2018-08-01,160.309998,169.919998,157.83999599999999,169.070007,162.837524,37640800.0,ACN,,,
216,2018-09-01,168.759995,175.639999,167.5,170.199997,163.925858,40698200.0,ACN,,,
217,2018-10-01,171.139999,174.820007,150.630005,157.619995,151.80960100000001,53970000.0,ACN,,,
218,2018-11-01,157.899994,165.940002,155.25,164.520004,159.903503,47618200.0,ACN,,,
219,2018-12-01,165.970001,168.369995,132.630005,141.009995,137.05320700000001,58259200.0,ACN,,,
220,2019-01-01,138.929993,154.899994,135.580002,153.550003,149.241318,43567200.0,ACN,,,
221,2019-02-01,154.25,162.5,153.66000400000001,161.380005,156.85159299999998,34127700.0,ACN,,,
222,2019-03-01,163.0,177.490005,160.5,176.020004,171.080811,45264400.0,ACN,,,
223,2019-04-01,175.5,182.830002,174.559998,182.669998,177.54422,35897100.0,ACN,,,
224,2019-05-01,183.199997,183.350006,170.350006,178.070007,174.506821,39072700.0,ACN,,,
225,2019-06-01,177.869995,187.309998,174.229996,184.770004,181.072754,39715600.0,ACN,,,
226,2019-07-01,184.830002,197.470001,184.429993,192.580002,188.726456,34614000.0,ACN,,,
227,2019-08-01,193.330002,200.679993,184.229996,198.169998,194.20459,40805700.0,ACN,,,
228,2019-09-01,196.360001,202.800003,187.279999,192.350006,188.501068,43457400.0,ACN,,,
229,2019-10-01,192.600006,193.369995,181.970001,185.419998,181.709732,42679200.0,ACN,,,
230,2019-11-01,186.699997,201.66000400000001,185.479996,201.16000400000001,197.981766,30349000.0,ACN,,,
231,2019-12-01,201.440002,213.25,196.470001,210.57000699999998,207.243088,39647400.0,ACN,,,
232,2020-01-01,210.86000099999998,211.919998,203.190002,205.21000700000002,201.96778899999998,46225400.0,ACN,,,
233,2020-02-01,205.33999599999999,216.38999900000002,175.300003,180.58999599999999,178.423889,42168200.0,ACN,,,
234,2020-03-01,182.0,191.899994,137.149994,163.259995,161.301758,105690400.0,ACN,,,
235,2020-04-01,158.570007,188.169998,148.279999,185.190002,182.968719,59790800.0,ACN,,,
236,2020-05-01,181.71000700000002,204.179993,174.940002,201.619995,200.100464,41874100.0,ACN,,,
237,2020-06-01,201.53999299999998,217.88999900000002,194.830002,214.72000099999997,213.101746,55507600.0,ACN,,,
238,2020-07-01,214.5,225.74000499999997,213.50999500000003,224.77999900000003,223.085922,36953400.0,ACN,,,
239,2020-08-01,225.0,243.539993,224.460007,239.92999300000002,238.994141,31526600.0,ACN,,,
240,2020-09-01,238.49000499999997,247.82000699999998,210.419998,225.99000499999997,225.108521,48333500.0,ACN,,,
241,2020-10-01,227.36000099999998,234.710007,212.44999700000002,216.91000400000001,216.063934,37834400.0,ACN,,,
242,2020-11-01,219.169998,250.91000400000001,218.32000699999998,249.08999599999999,249.08999599999999,35382000.0,ACN,,,
243,2020-12-01,251.50999500000003,271.179993,243.55000299999998,261.209991,261.209991,45455800.0,ACN,,,
244,2021-01-01,,,,,,,ACN,,,
245,2017-01-01,36.439999,40.279999,36.18,40.209998999999996,39.185767999999996,133722300.0,ATVI,,,
246,2017-02-01,40.32,47.639998999999996,38.93,45.130001,43.980446,229502900.0,ATVI,,,
247,2017-03-01,45.470001,50.400002,45.18,49.860001000000004,48.589958,166798300.0,ATVI,,,
248,2017-04-01,49.860001000000004,52.279999,48.41,52.25,51.230831,82634700.0,ATVI,,,
249,2017-05-01,52.630001,60.130001,52.32,58.580002,57.437363,151715500.0,ATVI,,,
250,2017-06-01,58.810001,61.580002,55.41,57.57,56.44706,168402500.0,ATVI,,,
251,2017-07-01,57.77,63.189999,55.860001000000004,61.779999,60.574940000000005,110004100.0,ATVI,,,
252,2017-08-01,62.259997999999996,66.58000200000001,59.77,65.559998,64.281204,135825400.0,ATVI,,,
253,2017-09-01,65.660004,66.5,61.32,64.510002,63.25169399999999,124818200.0,ATVI,,,
254,2017-10-01,64.41999799999999,66.029999,60.360001000000004,65.489998,64.21257800000001,118285500.0,ATVI,,,
255,2017-11-01,65.690002,67.029999,60.099998,62.400002,61.18285,134620800.0,ATVI,,,
256,2017-12-01,61.959998999999996,67.400002,57.290001000000004,63.32,62.084908,115833300.0,ATVI,,,
257,2018-01-01,63.540001000000004,74.940002,63.369999,74.129997,72.68405200000001,121867900.0,ATVI,,,
258,2018-02-01,73.480003,74.82,63.32,73.129997,71.703552,140097700.0,ATVI,,,
259,2018-03-01,73.160004,79.629997,64.449997,67.459999,66.14415,161089300.0,ATVI,,,
260,2018-04-01,66.800003,69.010002,63.52,66.349998,65.39119000000001,108591600.0,ATVI,,,
261,2018-05-01,66.150002,73.5,64.059998,70.910004,69.8853,133613600.0,ATVI,,,
262,2018-06-01,71.41999799999999,79.25,70.769997,76.32,75.217117,107330900.0,ATVI,,,
263,2018-07-01,75.360001,81.639999,71.790001,73.41999799999999,72.359024,108609200.0,ATVI,,,
264,2018-08-01,73.769997,75.769997,68.220001,72.099998,71.058098,159715900.0,ATVI,,,
265,2018-09-01,72.129997,83.75,71.0,83.190002,81.98784599999999,124807800.0,ATVI,,,
266,2018-10-01,84.18,84.68,63.400002,69.050003,68.052177,190721400.0,ATVI,,,
267,2018-11-01,69.480003,70.290001,46.830002,49.880001,49.159199,245718000.0,ATVI,,,
268,2018-12-01,51.0,51.439999,43.709998999999996,46.57,45.897026000000004,236285100.0,ATVI,,,
269,2019-01-01,45.25,51.490002000000004,44.470001,47.240002000000004,46.55735,206630200.0,ATVI,,,
270,2019-02-01,47.189999,48.09,39.849998,42.139998999999996,41.531044,387606900.0,ATVI,,,
271,2019-03-01,42.599998,48.830002,40.889998999999996,45.529999,44.872059,218645800.0,ATVI,,,
272,2019-04-01,46.5,48.98,43.959998999999996,48.209998999999996,47.895,136821800.0,ATVI,,,
273,2019-05-01,48.349998,49.830002,41.84,43.369999,43.086624,192861700.0,ATVI,,,
274,2019-06-01,43.32,47.73,42.099998,47.200001,46.891602,137536400.0,ATVI,,,
275,2019-07-01,47.880001,49.93,44.810001,48.740002000000004,48.421543,115103300.0,ATVI,,,
276,2019-08-01,48.93,52.220001,44.91,50.599998,50.269386,167615300.0,ATVI,,,
277,2019-09-01,50.48,57.52,50.43,52.919998,52.574226,149699100.0,ATVI,,,
278,2019-10-01,53.34,56.459998999999996,50.25,56.029999,55.663906000000004,172907700.0,ATVI,,,
279,2019-11-01,56.209998999999996,57.43,51.459998999999996,54.830002,54.471748,145561300.0,ATVI,,,
280,2019-12-01,54.93,59.75,53.360001000000004,59.419998,59.03175699999999,101759500.0,ATVI,,,
281,2020-01-01,59.91,61.900002,57.650002,58.48,58.0979,126065700.0,ATVI,,,
282,2020-02-01,58.639998999999996,64.529999,55.919998,58.130001,57.750187,125927800.0,ATVI,,,
